user_id,movie_id,emotion,interaction_type,date
430,8420,Inspired,shown,2024-10-18 16:52:00.121261
724,870,Relaxed,shown,2024-01-13 16:52:00.128262
896,370,Happy,shown,2024-03-15 16:52:00.132262
954,7409,Sweet,shown,2024-09-19 16:52:00.136262
446,6726,Relaxed,shown,2024-10-05 16:52:00.141261
670,6474,Sweet,view,2024-01-25 16:52:00.150769
533,459,Excited,shown,2024-05-02 16:52:00.155148
166,1015,Relaxed,view,2024-01-17 16:52:00.164136
335,3413,Scared,shown,2024-06-30 16:52:00.168136
848,3734,Excited,shown,2023-12-03 16:52:00.173160
203,6392,Inspired,shown,2024-06-27 16:52:00.178163
583,3937,Sweet,shown,2024-08-08 16:52:00.183240
473,6324,Scared,shown,2024-04-05 16:52:00.186858
372,2170,Inspired,shown,2023-12-18 16:52:00.190371
146,3315,Excited,shown,2023-11-14 16:52:00.196950
715,3366,Inspired,shown,2024-04-22 16:52:00.199952
544,5753,Excited,shown,2023-11-13 16:52:00.203958
991,5021,Inspired,shown,2024-05-24 16:52:00.208959
485,4915,Relaxed,shown,2023-10-23 16:52:00.214330
878,2300,Happy,shown,2023-12-24 16:52:00.219332
577,7000,Happy,shown,2024-07-26 16:52:00.223348
282,4563,Excited,view,2024-02-15 16:52:00.229346
401,1489,Scared,shown,2023-11-14 16:52:00.233623
845,4314,Scared,shown,2024-09-05 16:52:00.244257
617,1877,Scared,shown,2024-08-03 16:52:00.248257
374,6484,Inspired,shown,2024-09-05 16:52:00.252258
993,2050,Happy,shown,2024-04-23 16:52:00.256258
405,4029,Sweet,shown,2024-05-08 16:52:00.261263
799,9268,Sweet,shown,2024-03-23 16:52:00.266690
374,6316,Sweet,shown,2024-01-24 16:52:00.270689
225,3382,Excited,shown,2023-11-06 16:52:00.278706
917,5111,Scared,shown,2024-09-23 16:52:00.283193
119,1283,Scared,shown,2023-12-28 16:52:00.287192
133,5694,Inspired,view,2024-07-28 16:52:00.295186
674,9372,Happy,shown,2024-06-14 16:52:00.299192
645,8183,Scared,shown,2023-10-29 16:52:00.306190
118,2581,Scared,shown,2024-03-20 16:52:00.312517
411,8895,Relaxed,shown,2024-02-13 16:52:00.316535
718,2108,Inspired,shown,2024-05-06 16:52:00.320523
914,7217,Happy,shown,2024-02-23 16:52:00.324538
335,4266,Relaxed,shown,2024-03-26 16:52:00.330533
207,2632,Excited,shown,2024-07-08 16:52:00.334800
496,5294,Scared,shown,2024-03-15 16:52:00.338805
34,7712,Scared,shown,2023-11-04 16:52:00.345647
979,7143,Happy,shown,2024-02-13 16:52:00.349650
218,4898,Excited,shown,2024-06-11 16:52:00.355657
647,7301,Happy,shown,2024-04-01 16:52:00.363841
552,150,Relaxed,shown,2024-04-16 16:52:00.371835
63,2352,Scared,shown,2023-11-18 16:52:00.377848
753,5195,Relaxed,shown,2023-12-18 16:52:00.382209
290,260,Happy,shown,2024-05-03 16:52:00.386846
502,2640,Sweet,view,2024-04-23 16:52:00.390846
207,1094,Sweet,shown,2024-05-11 16:52:00.395856
312,2818,Inspired,view,2024-07-28 16:52:00.401851
416,6212,Relaxed,shown,2024-10-12 16:52:00.410196
569,3612,Excited,shown,2024-07-14 16:52:00.414484
261,8261,Relaxed,shown,2024-01-17 16:52:00.418482
34,7851,Scared,view,2024-02-06 16:52:00.422842
564,5690,Happy,shown,2024-02-08 16:52:00.428501
951,8489,Inspired,shown,2024-07-30 16:52:00.432498
786,7638,Excited,view,2024-03-26 16:52:00.436499
288,5769,Relaxed,shown,2024-07-18 16:52:00.440498
187,4331,Sweet,shown,2024-07-03 16:52:00.449522
140,7681,Inspired,view,2024-01-14 16:52:00.452520
522,3293,Scared,shown,2024-06-05 16:52:00.456519
698,1736,Happy,view,2024-01-05 16:52:00.462564
360,4647,Inspired,shown,2024-07-12 16:52:00.466566
979,4254,Happy,shown,2023-11-09 16:52:00.470522
251,4992,Scared,shown,2024-07-28 16:52:00.474569
470,1180,Scared,shown,2024-07-22 16:52:00.480564
786,865,Inspired,view,2024-07-11 16:52:00.484564
432,9377,Excited,shown,2023-11-19 16:52:00.488561
891,8353,Relaxed,shown,2024-01-12 16:52:00.494109
817,5253,Happy,shown,2024-01-15 16:52:00.498524
861,6602,Inspired,view,2023-12-15 16:52:00.502523
251,4528,Happy,shown,2023-12-15 16:52:00.507524
983,8640,Happy,shown,2024-10-18 16:52:00.513911
357,8934,Inspired,shown,2023-11-05 16:52:00.516916
136,9202,Inspired,shown,2024-08-25 16:52:00.520910
299,2195,Excited,shown,2024-07-06 16:52:00.525870
640,2152,Relaxed,shown,2024-08-14 16:52:00.530921
12,1617,Happy,view,2024-09-02 16:52:00.537226
405,6065,Scared,shown,2023-11-04 16:52:00.543181
662,3427,Relaxed,shown,2023-10-30 16:52:00.548221
274,165,Excited,shown,2023-11-11 16:52:00.552580
319,5938,Sweet,shown,2024-03-02 16:52:00.559587
63,8553,Scared,shown,2024-04-27 16:52:00.564958
509,3076,Inspired,view,2023-12-02 16:52:00.568960
1,5083,Excited,shown,2024-08-03 16:52:00.572951
372,3721,Relaxed,view,2023-11-09 16:52:00.578993
786,7793,Inspired,shown,2024-08-16 16:52:00.582996
47,2730,Relaxed,shown,2024-02-27 16:52:00.586994
249,7887,Relaxed,shown,2023-12-03 16:52:00.594649
12,2812,Inspired,shown,2024-07-29 16:52:00.598647
273,3757,Excited,shown,2024-08-30 16:52:00.603178
355,9304,Relaxed,shown,2024-05-17 16:52:00.607225
430,1458,Excited,shown,2024-10-16 16:52:00.615598
411,680,Relaxed,view,2024-02-19 16:52:00.619552
685,8012,Excited,shown,2023-11-05 16:52:00.627655
535,393,Scared,shown,2023-10-24 16:52:00.632708
495,5987,Relaxed,shown,2023-11-30 16:52:00.639670
536,2060,Excited,shown,2024-01-16 16:52:00.645675
628,3414,Sweet,shown,2024-09-24 16:52:00.649678
462,1720,Scared,shown,2024-08-13 16:52:00.654698
860,6736,Excited,view,2024-10-07 16:52:00.659691
366,3093,Scared,shown,2024-04-01 16:52:00.664754
308,1680,Happy,shown,2024-08-08 16:52:00.668734
307,6427,Inspired,shown,2023-11-13 16:52:00.672735
112,4290,Relaxed,shown,2024-09-29 16:52:00.677738
45,4383,Sweet,view,2024-03-25 16:52:00.686842
445,9358,Inspired,shown,2024-04-06 16:52:00.690842
477,5459,Happy,shown,2024-03-23 16:52:00.695799
882,7734,Scared,shown,2023-12-17 16:52:00.700798
182,4007,Sweet,shown,2024-09-11 16:52:00.704900
523,2860,Sweet,view,2024-09-26 16:52:00.709860
786,928,Inspired,shown,2023-12-31 16:52:00.715148
61,3334,Sweet,view,2024-05-01 16:52:00.719148
109,5992,Sweet,shown,2023-10-27 16:52:00.723147
30,4668,Inspired,shown,2024-10-06 16:52:00.731147
120,5931,Sweet,shown,2024-02-26 16:52:00.735147
819,2458,Sweet,shown,2024-04-28 16:52:00.739152
811,690,Inspired,shown,2023-11-08 16:52:00.744148
758,705,Inspired,shown,2023-11-05 16:52:00.748152
305,3742,Excited,shown,2024-06-22 16:52:00.752146
173,6449,Relaxed,shown,2023-12-25 16:52:00.756146
927,8,Relaxed,shown,2024-04-29 16:52:00.765187
709,2416,Sweet,shown,2024-01-18 16:52:00.769190
89,4946,Happy,shown,2024-02-22 16:52:00.774189
788,7126,Relaxed,shown,2024-02-11 16:52:00.779190
187,971,Excited,shown,2024-07-16 16:52:00.784151
98,6555,Excited,shown,2024-07-07 16:52:00.789153
389,3360,Excited,view,2023-12-04 16:52:00.795190
976,3736,Sweet,shown,2023-12-21 16:52:00.800189
475,3525,Scared,view,2024-03-23 16:52:00.807150
745,7750,Sweet,shown,2024-01-01 16:52:00.813561
708,685,Relaxed,view,2024-06-27 16:52:00.817566
754,5975,Inspired,shown,2024-02-29 16:52:00.821564
388,7049,Relaxed,shown,2024-06-17 16:52:00.836327
465,2811,Scared,shown,2024-05-21 16:52:00.839325
445,3577,Sweet,shown,2024-09-25 16:52:00.845376
969,1421,Relaxed,shown,2024-01-21 16:52:00.849374
995,2700,Relaxed,shown,2024-06-14 16:52:00.854741
485,1352,Happy,view,2023-11-18 16:52:00.859735
798,3760,Relaxed,view,2024-01-05 16:52:00.864789
963,8563,Happy,shown,2024-02-21 16:52:00.868796
105,5872,Happy,shown,2024-07-06 16:52:00.873265
357,5674,Scared,shown,2024-01-01 16:52:00.882686
405,2840,Scared,view,2024-04-30 16:52:00.886316
101,4412,Happy,view,2024-03-26 16:52:00.890315
130,307,Scared,shown,2023-12-04 16:52:00.896772
909,5632,Scared,shown,2024-05-13 16:52:00.901763
114,2393,Excited,shown,2023-12-03 16:52:00.906783
405,3193,Scared,shown,2024-03-19 16:52:00.913143
206,9129,Relaxed,shown,2024-04-16 16:52:00.917160
246,4865,Inspired,shown,2023-11-13 16:52:00.921157
942,508,Happy,view,2023-11-27 16:52:00.929525
776,90,Sweet,view,2024-09-04 16:52:00.935451
803,2618,Inspired,shown,2024-06-04 16:52:00.939457
470,4404,Excited,shown,2024-07-05 16:52:00.947650
500,1930,Inspired,view,2024-09-30 16:52:00.951645
817,7997,Scared,shown,2024-03-03 16:52:00.956652
612,7303,Sweet,shown,2023-11-17 16:52:00.962645
118,7441,Inspired,shown,2024-02-20 16:52:00.966645
797,2607,Excited,shown,2024-09-10 16:52:00.970644
896,7705,Relaxed,shown,2024-03-03 16:52:00.975647
692,4251,Sweet,shown,2024-07-20 16:52:00.980644
353,7306,Excited,shown,2024-10-12 16:52:00.985740
886,958,Scared,shown,2023-10-28 16:52:00.989741
53,5117,Sweet,shown,2024-09-08 16:52:00.995687
978,6024,Excited,view,2024-07-19 16:52:00.999683
282,8742,Scared,shown,2023-12-12 16:52:01.004020
288,644,Excited,shown,2023-12-18 16:52:01.010978
112,4518,Relaxed,shown,2023-11-11 16:52:01.015420
397,5027,Excited,shown,2024-08-06 16:52:01.023413
463,8918,Excited,shown,2024-02-19 16:52:01.029417
361,391,Inspired,shown,2024-06-14 16:52:01.036419
542,8641,Scared,shown,2024-10-12 16:52:01.041376
962,8241,Scared,shown,2024-04-10 16:52:01.049611
706,8288,Relaxed,shown,2024-07-26 16:52:01.063250
446,2445,Excited,shown,2023-11-07 16:52:01.073099
1000,1750,Excited,view,2023-12-28 16:52:01.089096
870,2591,Sweet,view,2024-05-14 16:52:01.099097
491,1265,Happy,shown,2024-02-05 16:52:01.105101
47,654,Inspired,view,2024-10-06 16:52:01.112592
909,7651,Sweet,shown,2024-07-24 16:52:01.122276
998,4152,Scared,shown,2024-07-15 16:52:01.127234
146,1790,Sweet,shown,2023-12-26 16:52:01.132235
890,1564,Scared,shown,2024-09-18 16:52:01.136234
822,1518,Happy,shown,2023-12-06 16:52:01.140236
239,3728,Excited,shown,2023-12-02 16:52:01.147234
708,4920,Excited,shown,2024-01-26 16:52:01.151235
868,9089,Inspired,shown,2024-01-25 16:52:01.155234
333,7615,Relaxed,shown,2024-09-10 16:52:01.160235
906,2716,Inspired,shown,2024-10-05 16:52:01.171268
203,6912,Happy,shown,2023-12-26 16:52:01.176377
302,4742,Sweet,shown,2023-12-03 16:52:01.181583
753,8469,Inspired,shown,2024-01-08 16:52:01.185789
994,8144,Relaxed,shown,2024-05-13 16:52:01.189949
753,3940,Happy,view,2024-10-08 16:52:01.195166
542,7996,Excited,shown,2023-12-09 16:52:01.200167
432,5404,Excited,view,2024-07-03 16:52:01.209127
991,7296,Relaxed,view,2024-07-24 16:52:01.217122
496,1817,Sweet,shown,2023-12-04 16:52:01.221123
241,2284,Scared,shown,2023-12-17 16:52:01.227176
102,6547,Scared,shown,2024-04-21 16:52:01.231219
19,6537,Sweet,shown,2024-01-01 16:52:01.235648
73,2065,Inspired,shown,2023-11-13 16:52:01.247639
1000,1965,Excited,shown,2024-05-05 16:52:01.254939
143,1659,Excited,shown,2023-11-27 16:52:01.259902
439,4316,Relaxed,shown,2024-08-21 16:52:01.265311
917,9025,Scared,shown,2023-12-11 16:52:01.269302
187,4308,Inspired,shown,2024-05-27 16:52:01.273261
193,4759,Relaxed,view,2024-06-17 16:52:01.278260
706,2130,Relaxed,shown,2023-12-13 16:52:01.285260
122,8341,Sweet,shown,2023-11-14 16:52:01.290260
917,1375,Sweet,shown,2024-03-18 16:52:01.295303
799,9014,Relaxed,view,2024-09-12 16:52:01.302682
618,498,Scared,shown,2024-07-29 16:52:01.309317
580,8376,Sweet,shown,2024-04-21 16:52:01.314619
409,1679,Relaxed,shown,2024-05-30 16:52:01.322972
98,1461,Sweet,view,2024-06-07 16:52:01.327670
470,8537,Inspired,shown,2024-06-25 16:52:01.331637
187,5136,Excited,shown,2024-04-10 16:52:01.337689
819,9173,Sweet,shown,2024-05-02 16:52:01.341688
359,795,Inspired,view,2023-11-19 16:52:01.349730
34,9399,Excited,view,2024-04-14 16:52:01.357084
538,2408,Excited,shown,2024-02-15 16:52:01.362504
938,7656,Excited,view,2023-11-29 16:52:01.367516
395,5027,Relaxed,shown,2023-12-02 16:52:01.371549
773,7015,Inspired,view,2024-05-12 16:52:01.377247
995,7014,Sweet,shown,2023-11-20 16:52:01.384249
300,604,Scared,shown,2024-09-01 16:52:01.391245
707,3236,Excited,shown,2024-06-06 16:52:01.400246
299,9354,Sweet,shown,2024-06-01 16:52:01.406248
872,8469,Inspired,view,2024-10-03 16:52:01.412245
214,547,Inspired,view,2024-07-27 16:52:01.415254
940,4212,Relaxed,shown,2024-09-18 16:52:01.429244
332,1697,Scared,shown,2024-07-31 16:52:01.433639
886,8354,Scared,view,2024-04-02 16:52:01.439637
836,7231,Excited,shown,2024-07-25 16:52:01.446623
515,6203,Excited,shown,2024-07-19 16:52:01.451618
980,1450,Excited,shown,2024-10-17 16:52:01.456618
918,2440,Relaxed,shown,2023-12-17 16:52:01.462656
112,8036,Happy,shown,2024-07-20 16:52:01.466617
167,6515,Happy,view,2023-12-06 16:52:01.471656
341,5656,Relaxed,shown,2024-05-28 16:52:01.477657
570,6158,Excited,shown,2024-07-15 16:52:01.481661
656,6489,Scared,shown,2024-08-13 16:52:01.486658
516,2352,Happy,shown,2024-06-05 16:52:01.490615
808,5895,Excited,view,2024-06-06 16:52:01.499616
990,1926,Sweet,shown,2024-03-29 16:52:01.504033
964,5524,Excited,shown,2024-04-07 16:52:01.509993
64,1759,Sweet,shown,2023-11-06 16:52:01.517402
164,465,Relaxed,shown,2024-08-31 16:52:01.524813
288,913,Inspired,view,2024-08-31 16:52:01.529823
42,2951,Relaxed,shown,2024-06-09 16:52:01.534214
715,2342,Scared,shown,2024-07-28 16:52:01.538214
731,8447,Relaxed,shown,2024-01-12 16:52:01.543172
641,7673,Relaxed,shown,2024-05-01 16:52:01.547178
656,9121,Excited,shown,2024-07-26 16:52:01.557593
942,6208,Excited,view,2024-07-17 16:52:01.564071
269,8306,Scared,shown,2024-05-26 16:52:01.568078
217,755,Inspired,shown,2024-07-10 16:52:01.576481
56,8092,Sweet,shown,2023-10-26 16:52:01.580483
993,7484,Scared,shown,2024-06-12 16:52:01.585854
842,5755,Inspired,shown,2024-10-18 16:52:01.588851
102,3259,Relaxed,view,2024-05-17 16:52:01.593847
969,2909,Excited,shown,2024-10-08 16:52:01.598847
256,2585,Sweet,view,2024-04-23 16:52:01.602849
970,1039,Relaxed,shown,2024-08-31 16:52:01.606846
10,5422,Scared,shown,2023-11-11 16:52:01.611890
658,526,Excited,view,2024-07-10 16:52:01.620274
477,3650,Excited,shown,2024-07-09 16:52:01.624736
668,8414,Sweet,shown,2024-02-25 16:52:01.630693
995,5093,Scared,shown,2024-05-08 16:52:01.634693
40,4295,Relaxed,shown,2024-04-14 16:52:01.638693
817,2635,Relaxed,shown,2024-05-09 16:52:01.643694
143,3903,Relaxed,shown,2024-05-08 16:52:01.647736
109,707,Sweet,view,2024-03-05 16:52:01.652754
187,335,Sweet,view,2024-05-10 16:52:01.657110
163,3031,Relaxed,shown,2024-06-10 16:52:01.662478
63,93,Happy,shown,2024-02-23 16:52:01.666488
389,6242,Excited,shown,2024-05-06 16:52:01.673846
359,5401,Inspired,shown,2024-07-24 16:52:01.682299
63,3190,Scared,shown,2024-05-24 16:52:01.686346
341,2655,Excited,shown,2024-05-30 16:52:01.691299
993,5203,Relaxed,shown,2024-03-11 16:52:01.696169
860,2058,Relaxed,shown,2024-10-13 16:52:01.701165
708,956,Excited,shown,2023-11-22 16:52:01.705574
401,5138,Sweet,view,2023-10-23 16:52:01.711606
815,5094,Scared,shown,2023-12-20 16:52:01.715993
487,796,Inspired,shown,2023-12-19 16:52:01.718992
878,3211,Scared,shown,2024-01-30 16:52:01.723377
302,9,Inspired,shown,2024-06-22 16:52:01.728375
384,1661,Excited,shown,2024-07-23 16:52:01.733394
430,5376,Sweet,shown,2024-02-12 16:52:01.737389
715,5536,Scared,shown,2024-09-08 16:52:01.742391
369,7298,Happy,view,2024-04-09 16:52:01.747389
183,1039,Relaxed,shown,2023-12-14 16:52:01.755801
361,3000,Sweet,shown,2024-10-03 16:52:01.760797
3,5868,Sweet,shown,2024-02-03 16:52:01.766306
904,9058,Relaxed,shown,2024-05-20 16:52:01.770308
200,2257,Inspired,shown,2023-10-27 16:52:01.778690
523,1628,Inspired,shown,2023-12-29 16:52:01.787698
34,1205,Excited,view,2024-06-25 16:52:01.793721
275,2247,Excited,shown,2024-05-28 16:52:01.797745
309,1406,Sweet,shown,2024-07-05 16:52:01.806065
163,7526,Inspired,shown,2024-09-19 16:52:01.813392
764,8916,Happy,shown,2024-08-13 16:52:01.817355
93,4401,Relaxed,shown,2024-06-27 16:52:01.822375
232,7840,Relaxed,shown,2024-07-08 16:52:01.827831
58,8980,Happy,view,2024-01-11 16:52:01.832261
564,5706,Scared,shown,2024-05-25 16:52:01.837260
167,9212,Happy,shown,2024-03-05 16:52:01.841259
978,2101,Scared,shown,2024-02-10 16:52:01.846260
106,9031,Excited,shown,2024-09-16 16:52:01.851259
335,637,Relaxed,shown,2023-11-29 16:52:01.855261
491,5763,Relaxed,shown,2024-02-12 16:52:01.860260
105,7888,Happy,shown,2024-08-21 16:52:01.866301
128,4251,Sweet,shown,2024-01-03 16:52:01.870303
338,4890,Relaxed,shown,2024-07-21 16:52:01.880624
302,3171,Relaxed,shown,2024-08-30 16:52:01.884624
698,2026,Happy,shown,2024-06-07 16:52:01.888625
58,4802,Excited,shown,2024-07-03 16:52:01.894732
692,4817,Happy,shown,2023-11-09 16:52:01.898733
993,8957,Happy,shown,2024-03-22 16:52:01.904140
731,8287,Happy,shown,2023-10-27 16:52:01.908102
691,1625,Happy,shown,2024-02-19 16:52:01.913524
771,1335,Scared,shown,2023-11-06 16:52:01.917523
631,5447,Sweet,shown,2024-07-22 16:52:01.921522
606,3827,Sweet,shown,2024-05-22 16:52:01.927537
748,2903,Inspired,shown,2023-12-22 16:52:01.931580
949,1266,Happy,shown,2024-08-29 16:52:01.935912
177,1166,Scared,shown,2024-10-15 16:52:01.939869
364,663,Sweet,shown,2024-05-24 16:52:01.945873
129,8405,Inspired,shown,2024-02-07 16:52:01.949917
172,1406,Relaxed,view,2024-07-30 16:52:01.954233
199,1305,Happy,shown,2024-07-07 16:52:01.958233
491,5290,Happy,shown,2024-07-07 16:52:01.963654
190,3335,Happy,shown,2024-07-02 16:52:01.967657
351,807,Inspired,shown,2024-08-27 16:52:01.971668
643,4664,Sweet,shown,2024-04-10 16:52:01.976985
637,4765,Excited,shown,2024-01-25 16:52:01.980984
852,3795,Excited,view,2024-03-22 16:52:01.986354
911,184,Happy,shown,2024-03-05 16:52:01.990352
28,2179,Scared,shown,2023-10-29 16:52:01.996665
878,1002,Inspired,view,2024-08-23 16:52:02.000619
998,4636,Scared,shown,2024-02-11 16:52:02.004619
217,4708,Sweet,shown,2023-11-21 16:52:02.009624
633,7875,Excited,shown,2024-07-08 16:52:02.014619
909,6301,Happy,shown,2024-04-01 16:52:02.021618
534,4114,Scared,shown,2024-09-20 16:52:02.027662
338,6161,Inspired,shown,2024-01-15 16:52:02.030660
98,3704,Happy,shown,2023-11-08 16:52:02.035644
128,751,Excited,shown,2024-02-12 16:52:02.044679
115,1898,Sweet,shown,2024-04-14 16:52:02.049639
361,2407,Happy,shown,2024-02-19 16:52:02.053995
794,5200,Relaxed,shown,2024-05-19 16:52:02.061988
527,1322,Happy,view,2024-09-21 16:52:02.068992
867,5438,Inspired,shown,2024-10-16 16:52:02.074010
618,7512,Inspired,shown,2024-05-04 16:52:02.078010
967,1685,Happy,shown,2024-10-02 16:52:02.082861
288,525,Relaxed,view,2023-11-01 16:52:02.087609
225,6942,Excited,shown,2024-05-10 16:52:02.091602
997,1771,Excited,shown,2024-02-01 16:52:02.098636
64,5230,Inspired,shown,2024-06-03 16:52:02.104056
691,5439,Relaxed,shown,2024-09-25 16:52:02.107048
664,4515,Inspired,shown,2024-05-07 16:52:02.116288
361,8681,Sweet,shown,2023-10-25 16:52:02.127297
917,2112,Scared,view,2024-08-25 16:52:02.133290
504,6928,Sweet,shown,2024-08-07 16:52:02.145291
817,8084,Sweet,shown,2023-11-10 16:52:02.154295
12,9346,Excited,shown,2024-10-14 16:52:02.164290
633,2440,Relaxed,shown,2024-07-15 16:52:02.171289
509,6699,Sweet,shown,2023-11-03 16:52:02.181289
505,2634,Inspired,shown,2023-12-31 16:52:02.191291
776,3505,Scared,shown,2023-11-10 16:52:02.197296
14,34,Inspired,shown,2024-07-22 16:52:02.201294
152,24,Happy,shown,2024-04-22 16:52:02.206289
491,7082,Excited,shown,2024-07-14 16:52:02.215299
793,9195,Excited,shown,2024-01-29 16:52:02.220291
167,7192,Relaxed,shown,2024-02-19 16:52:02.225293
119,5144,Excited,shown,2024-02-13 16:52:02.231291
825,5192,Excited,shown,2024-03-04 16:52:02.235592
327,7613,Scared,shown,2024-02-16 16:52:02.245588
351,1783,Excited,shown,2024-04-20 16:52:02.250587
158,3143,Relaxed,shown,2024-08-11 16:52:02.258582
54,9434,Scared,shown,2024-02-13 16:52:02.263602
449,2179,Scared,shown,2024-04-14 16:52:02.268604
637,2985,Excited,shown,2024-04-11 16:52:02.273622
698,8335,Scared,shown,2024-07-24 16:52:02.282640
866,6121,Scared,shown,2024-08-21 16:52:02.286636
753,3294,Scared,view,2024-02-02 16:52:02.290632
240,6607,Sweet,shown,2024-07-06 16:52:02.296582
896,3199,Happy,view,2023-11-29 16:52:02.300583
251,480,Scared,view,2024-05-04 16:52:02.305602
64,8484,Inspired,shown,2024-02-01 16:52:02.313620
521,569,Scared,shown,2024-03-21 16:52:02.317619
128,3789,Relaxed,shown,2024-07-28 16:52:02.321618
483,5382,Relaxed,shown,2024-04-10 16:52:02.326620
963,5488,Inspired,shown,2024-09-13 16:52:02.329657
963,5360,Inspired,shown,2023-10-25 16:52:02.334045
325,1269,Relaxed,view,2024-09-12 16:52:02.338044
1,9089,Inspired,shown,2024-10-12 16:52:02.341045
288,7452,Sweet,shown,2023-12-05 16:52:02.347602
877,3143,Relaxed,view,2024-04-10 16:52:02.351591
1,2336,Relaxed,shown,2024-06-13 16:52:02.360987
185,654,Inspired,shown,2024-08-23 16:52:02.366447
533,4721,Scared,shown,2024-02-06 16:52:02.370436
758,8411,Relaxed,view,2024-02-28 16:52:02.379089
926,3363,Excited,view,2023-12-27 16:52:02.383454
284,191,Scared,shown,2023-11-20 16:52:02.387415
880,8477,Sweet,shown,2024-01-16 16:52:02.394670
617,1961,Sweet,shown,2024-05-11 16:52:02.398661
319,6886,Inspired,shown,2024-09-14 16:52:02.403062
272,1976,Inspired,view,2024-05-27 16:52:02.410692
942,4097,Happy,shown,2024-03-19 16:52:02.414793
240,5480,Sweet,shown,2023-12-03 16:52:02.418796
218,5384,Sweet,shown,2024-08-14 16:52:02.424798
891,1795,Inspired,shown,2024-06-17 16:52:02.429849
261,6899,Inspired,shown,2024-08-30 16:52:02.433227
707,8696,Excited,shown,2024-09-11 16:52:02.438233
335,3968,Happy,shown,2023-11-11 16:52:02.443191
445,6876,Scared,shown,2023-12-05 16:52:02.448230
262,8042,Happy,shown,2024-03-03 16:52:02.452193
1000,983,Excited,view,2024-03-27 16:52:02.457189
727,3376,Scared,shown,2024-07-29 16:52:02.462578
193,6180,Happy,shown,2024-09-30 16:52:02.466269
177,7946,Scared,shown,2023-11-26 16:52:02.471227
505,4025,Sweet,shown,2023-10-21 16:52:02.477227
223,7903,Sweet,shown,2024-04-23 16:52:02.481226
483,195,Excited,shown,2023-10-23 16:52:02.486227
838,2928,Inspired,shown,2024-09-24 16:52:02.490227
559,7958,Happy,shown,2024-08-24 16:52:02.494759
341,3119,Happy,shown,2024-01-08 16:52:02.500757
240,5064,Scared,view,2024-07-18 16:52:02.504758
117,2633,Excited,shown,2024-08-06 16:52:02.511756
98,1332,Inspired,shown,2024-07-27 16:52:02.516760
808,5744,Inspired,shown,2024-07-02 16:52:02.520758
167,664,Relaxed,shown,2023-11-10 16:52:02.525757
713,5227,Sweet,shown,2023-10-30 16:52:02.530754
175,9076,Excited,shown,2024-07-07 16:52:02.535800
14,5386,Sweet,shown,2024-07-23 16:52:02.540792
880,5481,Excited,shown,2024-03-12 16:52:02.549754
217,23,Scared,shown,2024-02-15 16:52:02.553754
969,7774,Inspired,view,2024-08-22 16:52:02.556752
891,7777,Sweet,view,2024-07-12 16:52:02.566754
993,9123,Scared,shown,2024-02-28 16:52:02.570754
917,4369,Sweet,shown,2024-09-27 16:52:02.575756
197,4735,Scared,shown,2023-12-26 16:52:02.584799
130,28,Excited,shown,2024-09-04 16:52:02.588792
288,5470,Happy,shown,2024-07-06 16:52:02.593798
446,5307,Relaxed,view,2024-01-11 16:52:02.598758
935,5369,Happy,shown,2024-01-19 16:52:02.602758
115,3859,Scared,view,2024-03-12 16:52:02.612758
963,5233,Relaxed,shown,2024-09-15 16:52:02.616759
844,2296,Scared,shown,2024-04-18 16:52:02.621758
542,781,Inspired,shown,2024-08-13 16:52:02.627757
484,6641,Happy,shown,2024-02-24 16:52:02.631757
636,1683,Scared,shown,2024-04-29 16:52:02.635753
954,3594,Happy,shown,2024-08-14 16:52:02.640753
229,8477,Relaxed,shown,2023-11-02 16:52:02.645753
82,1917,Happy,shown,2024-01-23 16:52:02.650753
436,1628,Inspired,view,2024-07-04 16:52:02.654755
817,8966,Relaxed,shown,2024-07-01 16:52:02.662752
730,5598,Happy,shown,2024-02-04 16:52:02.666756
41,6972,Excited,shown,2024-05-21 16:52:02.670755
633,41,Sweet,shown,2024-09-24 16:52:02.676756
569,4716,Inspired,shown,2023-11-16 16:52:02.680754
762,8614,Relaxed,shown,2023-11-15 16:52:02.687753
207,3962,Happy,shown,2023-12-12 16:52:02.692759
923,6983,Inspired,view,2024-02-17 16:52:02.696753
933,4848,Relaxed,view,2023-11-09 16:52:02.700754
534,8636,Excited,shown,2024-03-05 16:52:02.705756
701,1976,Inspired,shown,2024-04-28 16:52:02.711755
235,1961,Scared,shown,2023-11-16 16:52:02.715753
575,1104,Happy,shown,2024-04-05 16:52:02.719756
556,2259,Scared,shown,2024-03-26 16:52:02.724753
904,8034,Relaxed,shown,2024-03-01 16:52:02.729760
719,4962,Scared,shown,2024-01-16 16:52:02.734754
205,2022,Relaxed,shown,2024-08-21 16:52:02.739283
256,4411,Sweet,shown,2023-10-26 16:52:02.744267
832,3038,Excited,view,2023-12-27 16:52:02.749267
477,2743,Relaxed,shown,2024-01-15 16:52:02.757271
736,9117,Sweet,shown,2024-08-26 16:52:02.762750
811,1176,Excited,shown,2024-05-18 16:52:02.767751
34,8391,Inspired,shown,2024-05-31 16:52:02.771751
987,53,Scared,shown,2024-06-19 16:52:02.775752
839,3814,Happy,shown,2024-07-10 16:52:02.780794
420,8490,Sweet,shown,2023-12-30 16:52:02.785800
811,3784,Excited,shown,2024-05-22 16:52:02.793801
734,6285,Sweet,view,2024-10-11 16:52:02.798800
